ITEMCODE,ITEMNAME,IT_PARTNO,IT_PARTNAME,UOM
IC-1.VBDS.VBDS.004679,JAIPAVB24/VCI Bag/18 X 24 100 MIC SFG,JAIPAVB24,VCI Bag,KGS
IC-1.VBDS.VBDS.004680,JAIPAVB7/VCI Bag/7 X 24 SFG,JAIPAVB7,VCI Bag,KGS
IC-1.VBDS.VBDS.004681,JAIPAVB9/VCI Bag/9 X 24 100 MIC SFG,JAIPAVB9,VCI Bag,KGS
IC-1.VBDS.VBDS.004682,UNITEVB10/VCI Bag/8 x 10 SFG,UNITEVB10,VCI Bag,KGS
IC-1.VBDS.VBDS.004465,UNITEVB23/VCI BAG BLUE PRINTED/23 X 16 X 22 80 MIC SFG,UNITEVB23,VCI BAG BLUE PRINTED,KGS
IC-1.VBDS.VBDS.004466,UNITEVB5/VCI BAG BLUE PRINTED/5 X 7 75 MIC SFG,UNITEVB5,VCI BAG BLUE PRINTED,KGS
IC-1.VBDS.VBDS.004467,UNITEVB18/VCI BAG BLUE PRINTED/18 X 6 X 6 X 24 80 MIC SFG,UNITEVB18,VCI BAG BLUE PRINTED,KGS
IC-1.VBDS.VBDS.004468,UNITEVB10/VCI BAG BLUE PRINTED/10 X 20 100 MIC SFG,UNITEVB10,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004469,UNITEVB8/VCI BAG BLUE PRINTED/8 X 20 100 MIC SFG,UNITEVB8,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004470,UNITEVB33/VCI BAG BLUE PRINTED/330 X 400 75 MIC SFG,UNITEVB33,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004471,UNITEVB6/VCI BAG BLUE PRINTED/6 X 26 75 MIC SFG,UNITEVB6,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004472,UNITEVB22/VCI BAG BLUE PRINTED/22 X 24 75 MIC SFG,UNITEVB22,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004473,MITAVB34/VCI BAG BLUE PRINTED/34 X 45 100 MIC SFG,MITAVB34,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004474,HITECVB150/VCI BAG BLUE PRINTED/150 X 150 100 MIC SFG,HITECVB150,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004475,HITECVB350/VCI BAG BLUE PRINTED/350 X 300 100 MIC SFG,HITECVB350,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004476,HITECVB365/VCI BAG BLUE PRINTED/365 X 400 100 MIC SFG,HITECVB365,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004477,HITECVB225/VCI BAG BLUE PRINTED/225 X 350 100 MIC SFG,HITECVB225,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004478,INDIAVB20/CRANK CASE VCI BAG/20 X 20 75 MIC SFG,INDIAVB20,CRANK CASE VCI BAG,PCS
IC-1.VBDS.VBDS.004479,UNITEVB31./VCI BAG BLUE PRINTED/31.5 X 10 80 MIC SFG,UNITEVB31.,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004480,UNITEVB28/VCI BAG BLUE PRINTED/28 X 20 X 22 80 MIC SFG,UNITEVB28,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004481,UNITEVB930/VCI BAG BLUE PRINTED/930 X 750 X 400 80 MIC SFG,UNITEVB930,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004482,UNITEVB560/VCI BAG BLUE PRINTED/560 X 250 X 250 150 MIC SFG,UNITEVB560,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004483,PADMIVB8/VCI BAG BLUE PRINTED/8 X 8 75 MIC SFG,PADMIVB8,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004484,VECOMVB/VCI BAG BLUE PRINTED/K-2 150 MIC SFG,VECOMVB,VCI BAG BLUE PRINTED,PCS
IC-1.SLD.VFGS.004256,BOSCHVR/VCI ROLL BLUE PRINTED/510 OSC 150 MIC,BOSCHVR,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VFGS.004257,"VCI ROLL NATURAL UNPRINTED/22"" BSC 55 MIC",,VCI ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.VFGS.004258,VCI ROLL NATURAL AIR CUSSION/120MM X 200 Mtr,,VCI ROLL NATURAL AIR CUSSION,KGS
IC-1.SLD.VFGS.004259,VCI ROLL NATURAL AIR CUSSION/250MM X 400 Mtr,,VCI ROLL NATURAL AIR CUSSION,KGS
IC-1.SLD.VFGS.004260,VCI ROLL NATURAL AIR CUSSION/180MM X 400 Mtr,,VCI ROLL NATURAL AIR CUSSION,KGS
IC-1.SLD.LRRFG.004261,"DURABELTLR/VCI ROLL BLUE UNPRINTED/53"" BSC 105 MIC",DURABELTLR,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.LRRFG.004262,"DURABELTLR/VCI ROLL BLUE PRINTED/54"" OSC 105 MIC",DURABELTLR,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.LRRFG.004263,METSOLR/LD ROLL NATURAL PRINTED/920 BSC 150 MIC,METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004264,METSOLR/LD ROLL NATURAL PRINTED/535 OSC 150 MIC,METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004265,METSOLR/LD ROLL NATURAL PRINTED/910 BSC 150 MIC,METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004266,VECOMLR/LD ROLL NATURAL UNPRINTED/540 OSC 75 MIC,VECOMLR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004267,"PRAKALR/LD ROLL NATURAL UNPRINTED/24"", OSC 65 MIC",PRAKALR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004268,PRAKRLR/LD ROLL NATURAL UNPRINTED/37.5 OSC 65 MIC,PRAKRLR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004269,"PRAKRLR/LD ROLL NATURAL UNPRINTED/21.5"" OSC 65 MIC",PRAKRLR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004270,"PRAKRLR/LD ROLL NATURAL UNPRINTED/28"" OSC 65 MIC",PRAKRLR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004271,"PRAKRLR/LD ROLL NATURAL UNPRINTED/37"" OSC 65 MIC",PRAKRLR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004272,PRAKRLR/LD ROLL NATURAL UNPRINTED/535 OSC 65 MIC,PRAKRLR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004273,PRAKRLR/LD ROLL NATURAL UNPRINTED/24.5 OSC 65 MIC,PRAKRLR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004274,HONDALR/LD ROLL NATURAL UNPRINTED/590 OSC 80 MIC,HONDALR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004275,HONDALR/LD ROLL NATURAL UNPRINTED/810 BSC 80 MIC,HONDALR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.TAPE.TAPE.003714,"PTFE TAPE ADHESIVE/3/4""",,PTFE TAPE ADHESIVE,ROLL
IC-1.NWR.NWR.003715,NARROW WOVEN FABRIC,,NARROW WOVEN FABRIC,KGS
IC-1.SLD.VFGS.004568,"ANTISTATIC ROLL PINK UNPRINTED/40"" OSC 60 MIC",,ANTISTATIC ROLL PINK UNPRINTED,KGS
IC-1.SLD.VFGS.004569,"VCI ROLL YELLOW PRINTED/22"" TUBE X 250 Mtr 120 MIC",,VCI ROLL YELLOW PRINTED,KGS
IC-1.SLD.VFGS.004570,"VCI ROLL YELLOW PRINTED/6"" TUBE  100 MIC",,VCI ROLL YELLOW PRINTED,KGS
IC-1.SLD.VFGS.004571,VCI ROLL L BLUE PRINTED/620XBSC 80 MIC,,VCI ROLL L BLUE PRINTED,KGS
IC-1.SLD.VFGS.004572,"VCI ROLL L BLUE UNPRINTED/21.5""XOSC 80 MIC",,VCI ROLL L BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004573,VCI ROLL GREEN PRINTED/620XBSC 80 MIC,,VCI ROLL GREEN PRINTED,KGS
IC-1.SLD.VFGS.004574,VCI ROLL GREEN PRINTED/750XBSC 80 MIC,,VCI ROLL GREEN PRINTED,KGS
IC-1.SLD.VFGS.004575,VCI ROLL GREEN PRINTED/260 OSC 80 MIC,,VCI ROLL GREEN PRINTED,KGS
IC-1.SLD.VFGS.004576,"VCI ROLL BLUE UNPRINTED/40""XOSC 60 MIC",,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004577,VCI ROLL BLUE UNPRINTED/720 X OSC 80 MIC,,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004578,"VCI ROLL BLUE UNPRINTED/18"" X OSC 100 MIC",,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004579,VCI ROLL BLUE UNPRINTED/920 X BSC 80 MIC,,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004580,VCI ROLL BLUE UNPRINTED/620 X OSC 80 MIC,,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004581,"VCI ROLL BLUE UNPRINTED/20.5"" OSC 80 MIC",,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004582,VCI ROLL BLUE UNPRINTED/620 OSC 125 MIC,,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004583,"VCI ROLL BLUE UNPRINTED/22.5"" TUBE 125 MIC",,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004584,"VCI ROLL BLUE UNPRINTED/27"" OSC 80 MIC",,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004585,"VCI ROLL BLUE UNPRINTED/25.5"" TUBE 80 MIC",,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004586,"VCI ROLL BLUE PRINTED/22"" OSC  100 MIC",,VCI ROLL BLUE PRINTED,KGS
IC-1.TAPE.TAPE.003720,"VOID TAPE/2""*50 MTR*1THICKNESS",,VOID TAPE,ROLL
IC-1.RKPR.RKPR.003721,Sack Kraft Paper/40 INCH 70 GSM,,Sack Kraft Paper,KGS
IC-1.RKPR.RKPR.003722,Sack Kraft Paper/48 INCH 70 GSM,,Sack Kraft Paper,KGS
IC-1.VBDS.VBDS.004683,UNITEVB14/VCI Bag/14 x 29 SFG,UNITEVB14,VCI Bag,KGS
IC-1.VBDS.VBDS.004684,UNITEVB16/VCI BAG BLUE PRINTED/8 x 1650 80 MIC SFG,UNITEVB16,VCI BAG BLUE PRINTED,KGS
IC-1.VBDS.VBDS.004685,UNITEVB19/VCI Bag/10 x 19.5 SFG,UNITEVB19,VCI Bag,KGS
IC-1.VBDS.VBDS.004686,"UNITEVB20/VCI Bag/12 X 20 "" 75 MIC SFG",UNITEVB20,VCI Bag,KGS
IC-1.VBDS.VBDS.004687,UNITEVB22/VCI Bag/22 X 20 SFG,UNITEVB22,VCI Bag,KGS
IC-1.VBDS.VBDS.004688,UNITEVB23/VCI Bag/6 x 23 SFG,UNITEVB23,VCI Bag,KGS
IC-1.VBDS.VBDS.004689,UNITEVB27/VCI Bag/22 X 27 SFG,UNITEVB27,VCI Bag,KGS
IC-1.SLD.VFGS.004690,KNOORVR560/VCI ROLL BLUE UNPRINTED/560 OSC 100 MIC,KNOORVR560,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004691,KNOORVR22.5/VCI ROLL BLUE UNPRINTED/22.5 BSC 100 MIC,KNOORVR22.5,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004692,VECOMVR460/VCI ROLL BLUE UNPRINTED/460 OSC 200 MIC,VECOMVR460,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004693,ARGLVR935/VCI ROLL BLUE PRINTED/935 BSC 100 MIC,ARGLVR935,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.LDBFG.004694,SIGMALD4/LD BAG ON ROLL NATURAL PRINTED/4 X 5 60 MIC,SIGMALD4,LD BAG ON ROLL NATURAL PRINTED,PCS
IC-1.SLD.VBFGS.004695,SONALIVB8.5/VCI BAG PRINTED/8.5 X 10 100 MIC,SONALIVB8.5,VCI BAG PRINTED,KGS
IC-1.SLD.VBFGS.004696,SONALIVB12/VCI BAG BLUE PRINTED/12 x 14 100 MIC,SONALIVB12,VCI BAG BLUE PRINTED,KGS
IC-1.SLD.VBFGS.004697,SONALIVB10/VCI BAG BLUE PRINTED/10 x 12 100 MIC,SONALIVB10,VCI BAG BLUE PRINTED,KGS
IC-1.SLD.VBFGS.004698,SONALIVB6.5/VCI BAG BLUE PRINTED/6.5 X 9 100 MIC,SONALIVB6.5,VCI BAG BLUE PRINTED,KGS
IC-1.SLD.VBFGS.004699,SONALIVB14/VCI BAG BLUE PRINTED/14 x 16 100 MIC,SONALIVB14,VCI BAG BLUE PRINTED,KGS
IC-1.SLD.VBFGS.004700,SONALIVB16/VCI BAG BLUE PRINTED/16 x 20 100 MIC,SONALIVB16,VCI BAG BLUE PRINTED,KGS
IC-1.VBDS.VBDS.004485,ARGLVB1100/VCI BAG BLUE PRINTED/1100 X 1100 X 700 10 MIC SFG,ARGLVB1100,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004486,SATYAMVB41/VCI BAG BLUE PRINTED/410 X 285 X 285 80 MIC SFG,SATYAMVB41,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004487,RINGPLUVB4/VCI BAG BLUE PRINTED/440 X 440 100 MIC SFG,RINGPLUVB4,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004488,BOSCHVB600/VCI BAG BLUE PRINTED/600 X 400 X 450 SFG,BOSCHVB600,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004489,FOCUVB685/VCI BAG BLUE PRINTED/685 X 685 75 MIC SFG,FOCUVB685,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004490,BOSCHVB500/VCI BAG BLUE PRINTED/500 X 340 SFG,BOSCHVB500,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004491,BOSCHVB600/VCI BAG BLUE PRINTED/600 X (2X200) X 450 80 MIC SFG,BOSCHVB600,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004493,BOSCHVB90/VCI BAG BLUE PRINTED/90 X 150 80 MIC SFG,BOSCHVB90,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004494,BOSCHVB160/VCI BAG BLUE PRINTED/160 X 400 80 MIC SFG,BOSCHVB160,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004495,BOSCHVB325/VCI BAG BLUE PRINTED/325 X 240 80 MIC SFG,BOSCHVB325,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004496,BOSCHVB210/VCI BAG BLUE PRINTED/210 X 250 150 MIC SFG,BOSCHVB210,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004497,BOSCHVB210/VCI BAG BLUE PRINTED/210 X 210 75 MIC SFG,BOSCHVB210,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004498,BOSCHVB210/VCI BAG BLUE PRINTED/210 X 250 80 MIC SFG,BOSCHVB210,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004499,HONDAVB250/VCI BAG BLUE PRINTED/250 X 290 80 MIC SFG,HONDAVB250,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004500,VECOMVB24/VCI BAG BLUE PRINTED/24 X 28 150 MIC SFG,VECOMVB24,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004501,VECOMVB18/VCI BAG BLUE PRINTED/18 X 24 100 mic SFG,VECOMVB18,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004502,VALEOVB280/VCI BAG BLUE PRINTED/280 X 280 75 MIC SFG,VALEOVB280,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004503,STOCKVB18/VCI BAG BLUE PRINTED/18 X 5 X 5 X 24 75 MIC SFG,STOCKVB18,VCI BAG BLUE PRINTED,PCS
IC-1.SLD.LRRFG.004276,HONDALR/LD ROLL NATURAL UNPRINTED/530 OSC 80 MIC,HONDALR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004277,"HONDALR/LD ROLL NATURAL UNPRINTED/20"" OSC 80 MIC",HONDALR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004278,HONDALR/LD ROLL NATURAL UNPRINTED/720 OSC 80 MIC,HONDALR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.SLD.LRRFG.004279,"HONDALR/LD ROLL NATURAL UNPRINTED/40"" OSC 80 MIC",HONDALR,LD ROLL NATURAL UNPRINTED,KGS
IC-1.FEEP.FEEP.004280,EPE FOAM SHEET/25 MM 900x1800,,EPE FOAM SHEET,PCS
IC-1.FEEP.FEEP.004281,EPE FOAM SHEET/50 MM 900x1800,,EPE FOAM SHEET,PCS
IC-1.SLD.LRRFG.004282,JCBLR/LD ROLL NATURAL PRINTED/850 BSC 150 MIC,JCBLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004283,JCBLR/LD ROLL NATURAL PRINTED/860 BSC 150 MICR,JCBLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004284,"JCBLR/LD ROLL NATURAL PRINTED/40"" BSC 150 MIC",JCBLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004285,"JCBLR/LD ROLL YELLOW PRINTED/24.5"" OSC 100 MIC",JCBLR,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004286,"JCBLR/LD ROLL YELLOW PRINTED/29.5"" OSC 100 MIC",JCBLR,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004287,"JCBLR/LD ROLL YELLOW PRINTED/15.5"" OSC 100 MIC",JCBLR,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004288,"JCBLR/LD ROLL YELLOW PRINTED/17.5"" BSC 100 MIC",JCBLR,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004289,"JCBLR/LD ROLL YELLOW PRINTED/26.5"" OSC 60 MIC",JCBLR,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004290,JCBLR/LD ROLL NATURAL PRINTED/670 BSC 75 MIC,JCBLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004291,"JCBLR/LD ROLL YELLOW PRINTED /36"" OSC 100 MIC",JCBLR,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004292,JCBLR/LD ROLL NATURAL PRINTED/930 OSC 150 MIC,JCBLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004293,JCBLR/LD ROLL NATURAL PRINTED/680 OSC 150 MIC,JCBLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004294,JCBLR/LD ROLL YELLOW PRINTED /660 OSC 150 MIC,JCBLR,LD ROLL YELLOW PRINTED,KGS
IC-1.SLD.LRRFG.004295,JCBLR/LD ROLL NATURAL PRINTED/800 BSC 150 MIC,JCBLR,LD ROLL NATURAL PRINTED,KGS
IC-1.VBDS.VBDS.004373,MAHINSWJLB175/VCI BAG YELLOW PRINTED/3 X 5 75 MIC SFG,MAHINSWJLB175,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004374,MAHINSWJLB175/VCI BAG YELLOW PRINTED/6 X 6 75 MIC SFG,MAHINSWJLB175,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004375,MAHINSWJLB175/VCI BAG YELLOW PRINTED/3 X 6 75 MIC SFG,MAHINSWJLB175,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004376,MAHINSWJLB175/VCI BAG YELLOW PRINTED/5 X 32 75 MIC SFG,MAHINSWJLB175,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004377,MAHIVB1750/VCI BAG YELLOW PRINTED/1750 X 500 X 380 SFG,MAHIVB1750,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004378,MAHINSWJLB175/VCI BAG YELLOW PRINTED/8 X 8 75 MIC SFG,MAHINSWJLB175,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004379,MAHINSWJLB175/VCI BAG YELLOW PRINTED/5 X 9 75 MIC SFG,MAHINSWJLB175,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004380,MAHIVB25/VCI BAG YELLOW PRINTED/25 X 22 X 40 SFG,MAHIVB25,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004381,MAHIVB75/VCI BAG YELLOW PRINTED/70 X 19 X 14 SFG,MAHIVB75,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004382,MAHIVB900/VCI BAG YELLOW PRINTED/900 X 550 X 350 SFG,MAHIVB900,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004383,HITECVB225/VCI BAG YELLOW PRINTED/225 X 350 SFG,HITECVB225,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004384,SUNBEVN560/VCI BAG YELLOW PRINTED/560 X 410 X 450 87.5 MIC SFG,SUNBEVN560,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004385,C&SVB82/VCI BAG YELLOW PRINTED/82 X 220 75 MIC SFG,C&SVB82,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004386,C&SVB80/VCI BAG YELLOW PRINTED/80 X 300 75 MIC SFG,C&SVB80,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004387,C&SVB80/VCI BAG YELLOW PRINTED/80 X 220 75 MIC SFG,C&SVB80,VCI BAG YELLOW PRINTED,PCS
IC-1.VBDS.VBDS.004389,C&SVB610/VCI BAG YELLOW PRINTED/610 X 610 75 MIC SFG,C&SVB610,VCI BAG YELLOW PRINTED,KGS
IC-1.VBDS.VBDS.004390,C&SVB230/VCI BAG YELLOW PRINTED/230 X 285 75 MIC SFG,C&SVB230,VCI BAG YELLOW PRINTED,PCS
IC-1.SLD.VBFGS.004701,BOSCHVB130/VCI BAG Flat bag VCI/130 X 410 Type 5,BOSCHVB130,VCI BAG Flat bag VCI,PCS
IC-1.SLD.VBFGS.004702,FOCUSVB4/VCI BAG YELLOW PLAIN/4 X 14 75 MIC,FOCUSVB4,VCI BAG YELLOW PLAIN,PCS
IC-1.SLD.VBFGS.004703,FOCUSVB4/VCI BAG YELLOW PLAIN/4 X 10.5 75 MIC,FOCUSVB4,VCI BAG YELLOW PLAIN,PCS
IC-1.SLD.VBFGS.004704,FOCUSVB10/VCI BAG YELLOW PRINTED/10 X 12 87.5 MIC,FOCUSVB10,VCI BAG YELLOW PRINTED,PCS
IC-1.SLD.VFGS.004705,VCI ROLL BLUE UNPRINTED/40 OSC 150 MIC,,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004706,ROOPVR710/VCI ROLL BLUE UNPRINTED/710 OSC 100 MIC,ROOPVR710,VCI ROLL BLUE UNPRINTED,KGS
IC-1.SLD.VFGS.004707,SONALIVR4.5/VCI ROLL BLUE PRINTED /4.5'' 100 MIC ( TUBE),SONALIVR4.5,VCI ROLL BLUE PRINTED,KGS
IC-1.SLD.VBFGS.004708,INTERVB8.5/VCI BAG SONALIKA PRINTED/8.5 X 10 100 MIC,INTERVB8.5,VCI BAG SONALIKA PRINTED,KGS
IC-1.SLD.VBFGS.004709,INTERVB12/VCI BAG SONALIKA PRINTED/12 X 14 100 MIC,INTERVB12,VCI BAG SONALIKA PRINTED,KGS
IC-1.SLD.VBFGS.004710,INTERVB6.5/VCI BAG SONALIKA PRINTED/6.5 X 9,INTERVB6.5,VCI BAG SONALIKA PRINTED,KGS
IC-1.SLD.VBFGS.004711,INTERVB20/VCI BAG SOLIS PRINTED/20 X 27 100 MIC,INTERVB20,VCI BAG SOLIS PRINTED,KGS
IC-1.VBDS.VBDS.004712,WAHISVB13/VCI Bag/13 X13 X 14 INCH SFG,WAHISVB13,VCI Bag,PCS
IC-1.VBDS.VBDS.004713,WAHISVB16/VCI Bag/16 X 12 X 6.5 INCHES SFG,WAHISVB16,VCI Bag,PCS
IC-1.VBDS.VBDS.004714,VSSGRVB12/VCI Bag/1220 x 920 x 1190 MM SFG,VSSGRVB12,VCI Bag,PCS
IC-1.VBDS.VBDS.004715,VSSGRVB18/VCI Bag/870 x 1210 x 1010 MM SFG,VSSGRVB18,VCI Bag,PCS
IC-1.VBDS.VBDS.004716,"VEDENVB44/VCI Bag/Size :-  44 X 44 X 44"" Inches, SFG",VEDENVB44,VCI Bag,PCS
IC-1.VBDS.VBDS.004717,"VEDENVB45/VCI Bag/Size : -  2"" X 45"" Inches, Micron 80 SFG",VEDENVB45,VCI Bag,PCS
IC-1.VBDS.VBDS.004718,"VEDENVB48/VCI Bag/Size : -   48 X 42"" Inches, Micron 100 SFG",VEDENVB48,VCI Bag,PCS
IC-1.VBDS.VBDS.004719,SETCOVB12/VCI Bag/12 X 12 SFG,SETCOVB12,VCI Bag,PCS
IC-1.VBDS.VBDS.004720,SETCOVB14/VCI Bag/14 X 16 SFG,SETCOVB14,VCI Bag,PCS
IC-1.VBDS.VBDS.004504,RICOVB260/VCI BAG BLUE PRINTED/260 X 430 80MIC SFG,RICOVB260,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004511,NATIONVB36/VCI BAG BLUE PRINTED/360 X (135X2) X 410 80 MIC SFG,NATIONVB36,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004516,UNITEVB5/VCI BAG BLUE PRINTED/5 X 26 100 MIC SFG,UNITEVB5,VCI BAG BLUE PRINTED,PCS
IC-1.VBDS.VBDS.004517,UNITEVB5/VCI BAG BLUE PRINTED/5 X 32 100 MIC SFG,UNITEVB5,VCI BAG BLUE PRINTED,PCS
IC-1.SLD.LRRFG.004518,"METSOLR/LD ROLL NATURAL PRINTED/40"" BSC 150 MIC",METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004519,"METSOLR/LD ROLL NATURAL PRINTED/40"" OSC 150 MIC",METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004520,"METSOLR/LD ROLL NATURAL PRINTED/20.5"" OSC 200 MIC",METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004521,METSOLR/LD ROLL NATURAL PRINTED/520 BSC 150 MIC,METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004522,METSOLR/LD ROLL NATURAL PRINTED/660 OSC 150 MIC,METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004523,METSOLR/LD ROLL NATURAL PRINTED/755 OSC 150 MIC,METSOLR,LD ROLL NATURAL PRINTED,KGS
IC-1.SLD.LRRFG.004296,LD ROLL NATURAL UNPRINTED/835XOSC 150 MIC,,LD ROLL NATURAL UNPRINTED,KGS
